ID,TYPE,SUBTYPE,RATING
resume__resume-gitlab-io__Job-Allow-Failure__deploy-production,Job-Allow-Failure,,TRUE
Freso__spotify2musicbrainz__Versioning__requirementstxt__setuptools_scm__missing,Versioning,missing,FALSE
harkwell__recipes__Versioning__recipes-recipes-0-1-1__io-dropwizard-dropwizard-core__missing,Versioning,missing,TRUE
vindarel__syp__Versioning__requirementstxt____missing,Versioning,missing,FALSE
iron-oxide__cogwheel__Job-Allow-Failure__nightly-cargo,Job-Allow-Failure,,TRUE
codingrights__radarlegislativo__Versioning__requirementstxt__python-decouple__missing,Versioning,missing,TRUE
Radiophonix__Radiophonix__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
libnice__libnice__Job-Allow-Failure__test-autotools-valgrind,Job-Allow-Failure,,TRUE
LineageOS__infra__updater__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
gitlab-org__gitlab-qa__Job-Allow-Failure__ce-update-quarantine,Job-Allow-Failure,,TRUE
hb9fxx__qrsspig__Job-Allow-Failure__unittests-valgrind,Job-Allow-Failure,,TRUE
aapjeisbaas__coin-trail__Versioning__requirementstxt__git-https---github-com-bartosh-backtrader-git-ccxt__missing,Versioning,missing,TRUE
wireshark__wireshark__Job-Retry__clang-5,Job-Retry,,TRUE
NifTK__NiftyNet__Versioning__gitlabyaml__bundle__missing,Versioning,missing,FALSE
ydkn__redmine_airbrake_backend__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
dpizetta__mrsprint__Job-Allow-Failure__stop_review,Job-Allow-Failure,,TRUE
synterest__Nextotel__Versioning__requirementstxt__selenium__missing,Versioning,missing,TRUE
psono__psono-server__Versioning__requirementstxt__pycryptodomex__missing,Versioning,missing,TRUE
oleksandromelchuk__rust-osm-reader__Job-Allow-Failure__rust-nightly,Job-Allow-Failure,,TRUE
gbraad__gitlab-client__Versioning__requirementstxt__pyapi-gitlab__missing,Versioning,missing,TRUE
Bernt__MITOS__Versioning__requirementstxt__-__missing,Versioning,missing,FALSE
frozenfoxx__gym-schemaverse__Versioning__requirementstxt__pyyaml__any-upper-version,Versioning,any-upper-version,TRUE
fanshenium__site-template-django__Versioning__requirementstxt__Django-1-11-3__missing,Versioning,missing,TRUE
painless-software__painless-continuous-delivery__Job-Allow-Failure__bandit,Job-Allow-Failure,,TRUE
n303p4__kitsuchan__Versioning__requirementstxt____missing,Versioning,missing,TRUE
datadrivendiscovery__sklearn-wrap__Versioning__requirementstxt____missing,Versioning,missing,TRUE
gnss-sdr__gnss-sdr__Manual-Job__position-L5-static,Manual-Job,,TRUE
opentracing-workshop__spring-petclinic-kubernetes__Job-Allow-Failure__deploy-services,Job-Allow-Failure,,TRUE
WillDaSilva__smug__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
ire4ever1190__app4flask__Versioning__requirementstxt__mechanicalsoup__missing,Versioning,missing,TRUE
OpenMW__openmw__Job-Allow-Failure__Windows,Job-Allow-Failure,,TRUE
leggettc18__fundwarrior__Job-Allow-Failure__rust-nightly,Job-Allow-Failure,,TRUE
dzamlo__gitlab-ci-rust-test__Manual-Job__test-prerelase,Manual-Job,,FALSE
chukwuemeka__zappa__Versioning__requirementstxt__requests__any-upper-version,Versioning,any-upper-version,TRUE
vladgo__build-nginx__Manual-Job__centos7,Manual-Job,,FALSE
lansharkconsulting__sysadmin__py-mysql2pgsql__Versioning__requirementstxt__argparse__missing,Versioning,missing,TRUE
johnjawed__ror__Job-Allow-Failure__performance,Job-Allow-Failure,,TRUE
wondermonger__koa-session-mongoose__Job-Allow-Failure__outdated,Job-Allow-Failure,,TRUE
Lucidiot__python-usda__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
NERSC__nersc-gitlab-io__Job-Allow-Failure__filesize,Job-Allow-Failure,,TRUE
estsauver__pyFirmata__Versioning__requirementstxt__pyserial__missing,Versioning,missing,TRUE
gableroux__unity3d__Job-Retry__build-unity_2019_1_14f1-facebook,Job-Retry,,TRUE
wpdesk__wp-basic-requirements__Job-Allow-Failure__churn-metrics,Job-Allow-Failure,,TRUE
demo-clusters__i2p-online__Manual-Job__delete-cluster,Manual-Job,,FALSE
unhangout__reunhangout__Versioning__requirementstxt__selenium__only-major-number,Versioning,only-major-number,TRUE
meelisreha__Vali-It-projekt__Versioning__com-example-vali-it-webapp-1-0-SNAPSHOT__org-glassfish-jersey-ext-jersey-mvc-freemarker__missing,Versioning,missing,TRUE
Oxylibrium__Nest__Versioning__requirementstxt__nsfw_dl__missing,Versioning,missing,TRUE
inkscape__inkscape-web__Versioning__requirementstxt__django-extratest__any-upper-version,Versioning,any-upper-version,TRUE
sehnem__pynmet__Versioning__gitlabyaml__sqlalchemy__missing,Versioning,missing,TRUE
sscherfke__async-channel__Versioning__requirementstxt__async-generator__missing,Versioning,missing,TRUE
mikefromit__sir-bot-a-lot__Versioning__requirementstxt____missing,Versioning,missing,FALSE
Tmpod__cyborgtoast__Versioning__requirementstxt__motor__missing,Versioning,missing,TRUE
chicken231__eat-a-py__Versioning__requirementstxt____missing,Versioning,missing,TRUE
aaxsh__simple-amazon-scraper__Versioning__requirementstxt__lxml__missing,Versioning,missing,TRUE
laurih__matid__Versioning__requirementstxt__ase__missing,Versioning,missing,TRUE
MTIpython__MTIpython__Versioning__gitlabyaml__www-coolprop-dreamhosters-com__missing,Versioning,missing,TRUE
JuliaGPU__CUDAapi-jl__Job-Allow-Failure__coverage,Job-Allow-Failure,,TRUE
pages__frozen-flask__Versioning__requirementstxt__frozen-flask__missing,Versioning,missing,TRUE
romainhk__plan10__Versioning__requirementstxt__Flask__missing,Versioning,missing,TRUE
atomix-io__atomix__Versioning__io-atomix-atomix-cluster-__io-netty-netty-handler__missing,Versioning,missing,TRUE
nwmitchell__zendesk-downloader__Versioning__requirementstxt__unidecode__missing,Versioning,missing,TRUE
failmap__admin__Versioning__requirementstxt__django-jet__missing,Versioning,missing,TRUE
dropwizard__dropwizard__Versioning__io-dropwizard-dropwizard-auth-__io-dropwizard-dropwizard-core__missing,Versioning,missing,TRUE
kbGit__kbde__Versioning__requirementstxt____missing,Versioning,missing,FALSE
vuedoc__md__Job-Allow-Failure__npm-outdated,Job-Allow-Failure,,TRUE
NTPsec__ntpsec__Job-Retry__ubuntu-devel-refclocks,Job-Retry,,TRUE
r2p2__stopwatch__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
rldotai__cspy3__Versioning__requirementstxt__wheel__any-upper-version,Versioning,any-upper-version,FALSE
magda-data__magda__Job-Retry__dockerize-connectors,Job-Retry,,TRUE
IonicZoo__pigeon-restful-provider__Job-Retry__publish,Job-Retry,,TRUE
oly-exams__exam_tools__Versioning__requirementstxt__CairoSVG__any-minor-number,Versioning,any-minor-number,TRUE
wrobell__remt__Versioning__requirementstxt__pycairo__missing,Versioning,missing,TRUE
SpeciesFileGroup__taxonworks__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
MUSIT-Norway__musit-frontend__Manual-Job__build,Manual-Job,,TRUE
tongyang__okhttp__Versioning__com-squareup-okhttp-sample-simple-client-__com-google-code-gson-gson__missing,Versioning,missing,TRUE
coq__coq__Job-Allow-Failure__build-quick,Job-Allow-Failure,,TRUE
e0__koalixcrm__Versioning__requirementstxt__Mezzanine__any-upper-version,Versioning,any-upper-version,TRUE
je-cspantoja__whats_app_chat_api-python__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
cyphar__kepler-utils__Versioning__requirementstxt__astropy__any-upper-version,Versioning,any-upper-version,TRUE
skickar__SHA1cracker__Versioning__requirementstxt__hashlib__any-upper-version,Versioning,any-upper-version,TRUE
vindarel__abelujo-website__Versioning__requirementstxt__lektor__only-major-number,Versioning,only-major-number,TRUE
danielhones__pycategories__Job-Allow-Failure__lint,Job-Allow-Failure,,TRUE
joseph-choufani__blog-builder__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
katyukha__odoo-rpc-client__Versioning__requirementstxt__six__any-upper-version,Versioning,any-upper-version,TRUE
flipcoder__bomberoni__Versioning__requirementstxt__euclid__missing,Versioning,missing,TRUE
Megver83__hypersocial__Versioning__requirementstxt__argparse__any-upper-version,Versioning,any-upper-version,TRUE
superchain__superchainpy__Job-Allow-Failure__python36,Job-Allow-Failure,,TRUE
recalbox__recalbox-configgen__Versioning__gitlabyaml__pygame__missing,Versioning,missing,TRUE
gnowledge__gstudio__Versioning__requirementstxt__recommonmark__missing,Versioning,missing,TRUE
biotransistor__zerogravity__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
susurrus__fat-rs__Job-Allow-Failure__sparc64-unknown-linux-gnu,Job-Allow-Failure,,TRUE
NTPsec__ntpsec__Job-Allow-Failure__openSUSE-tumbleweed-refclocks,Job-Allow-Failure,,TRUE
riccardoferrari__SnakePy__Versioning__requirementstxt__pygame__missing,Versioning,missing,TRUE
gdevops__tuto_devops__Versioning__requirementstxt____missing,Versioning,missing,FALSE
mxklb__cuteproject__Job-Allow-Failure__debug_tests_devel,Job-Allow-Failure,,TRUE
SporeDB__sporedb__Job-Retry__unit-tests,Job-Retry,,TRUE
Jarbay__Electra__Versioning__requirementstxt__PyQt5__missing,Versioning,missing,TRUE
erkkikeranen__rest-api-with-junit-and-arquillian__Versioning__erkkikeranen-restapiexample-1-0-0-SNAPSHOT__org-jboss-arquillian-protocol-arquillian-protocol-servlet__missing,Versioning,missing,TRUE
demo-clusters__i2p-online__Manual-Job__helm-delete,Manual-Job,,FALSE
illwill__skiptracer__Versioning__requirementstxt__tqdm__missing,Versioning,missing,TRUE
simp__simp-core__Job-Retry__forge_install_el7-puppet5,Job-Retry,,TRUE
dspechnikov__django-slugger__Versioning__gitlabyaml__wheel__missing,Versioning,missing,FALSE
arcfire__rumba__Versioning__gitlabyaml__sphinx_rtd_theme__missing,Versioning,missing,TRUE
recalbox__recalbox__Job-Allow-Failure__lint-commits,Job-Allow-Failure,,TRUE
sapsan14__Vali-IT-feedback__Versioning__com-example-vali-it-webapp-1-0-SNAPSHOT__org-glassfish-jersey-ext-jersey-mvc-freemarker__missing,Versioning,missing,TRUE
l-w-jasons__SWProxy__Versioning__requirementstxt__dpkt__missing,Versioning,missing,TRUE
toys-projects__lazy-url-shorter__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
kivymd__KivyMD__Versioning__gitlabyaml__appdirs__missing,Versioning,missing,TRUE
vali-it-201804__webdemos__Versioning__com-example-vali-it-webapp-1-0-SNAPSHOT__org-glassfish-jersey-containers-jersey-container-servlet-core__missing,Versioning,missing,TRUE
Orange-OpenSource__lfn__onap__onap_oom_automatic_installation__Job-Allow-Failure__wait_for_end_of_install_medium,Job-Allow-Failure,,TRUE
open-sourceress__violet__Versioning__requirementstxt__click__any-upper-version,Versioning,any-upper-version,TRUE
toastengineer__INJECTION__Versioning__requirementstxt__dill__missing,Versioning,missing,TRUE
psono__psono-server__Versioning__requirementstxt__six__missing,Versioning,missing,TRUE
blendergeek__apps__Job-Allow-Failure__connected-28-default-x86_64,Job-Allow-Failure,,TRUE
IPMsim__Virtual-IPM__Versioning__requirementstxt__numpy__any-upper-version,Versioning,any-upper-version,TRUE
gnowledge__gstudio__Versioning__requirementstxt__ox__any-upper-version,Versioning,any-upper-version,TRUE
containos__containos__Job-Allow-Failure__qemux86_build,Job-Allow-Failure,,TRUE
noosfero__noosfero__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
hgg__webpymail__Versioning__requirementstxt__git-https---github-com-mozilla-bleach-git__missing,Versioning,missing,TRUE
sshoney__sshoney__Versioning__requirementstxt__python-dateutil__missing,Versioning,missing,TRUE
pdftools__python-ghostscript__Versioning__requirementstxt__wheel__missing,Versioning,missing,FALSE
sethbergman__node-express-demo__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
angreal__angreal__Job-Allow-Failure__init_presentation,Job-Allow-Failure,,TRUE
bhargav461995__BSNL-usage__Versioning__requirementstxt__pywin32__only-major-number,Versioning,only-major-number,TRUE
sdnlab__jaguar__Versioning__com-sdnlab-jaguar-features-0-1-1-SNAPSHOT__org-opendaylight-yangtools-features-yangtools__missing,Versioning,missing,TRUE
Songoda__EpicHoppers__Versioning__com-songoda-EpicHoppers-maven-version-number__com-songoda-songodaupdater__only-major-number,Versioning,only-major-number,TRUE
webprogrammingUniTN__webproject__Versioning__com-soapandtherest-shoppinglist-shoppinglist-data-__com-amazonaws-aws-java-sdk-s3__missing,Versioning,missing,TRUE
sigmavirus24__github3-py__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
abre__lorikeet__Versioning__gitlabyaml__poetry__missing,Versioning,missing,FALSE
kwant__kwant__Job-Allow-Failure__check-for-dependencies-installed,Job-Allow-Failure,,TRUE
inkscape__inkscape__Job-Allow-Failure__inkscape-mac,Job-Allow-Failure,,TRUE
dalibo__postgresql_anonymizer__Job-Allow-Failure__make9-4,Job-Allow-Failure,,TRUE
anatoli__InstaPy__Versioning__requirementstxt__future__any-upper-version,Versioning,any-upper-version,TRUE
postmarketOS__build-postmarketos-org__Manual-Job__test-phpcs,Manual-Job,,TRUE
3MI__SoftwareDesignProject__Versioning__requirementstxt__systemd-python__only-major-number,Versioning,only-major-number,TRUE
cfmm__dcmrcvr__Versioning__requirementstxt__git-https---github-com-pydicom-pynetdicom3-289b082b56794ef80a15ee4fb99f66540f200782__missing,Versioning,missing,FALSE
mrc_es__gae_gen__Versioning__requirementstxt__astunparse__missing,Versioning,missing,TRUE
TortueMat__simple_lib__Versioning__gitlabyaml__--__missing,Versioning,missing,FALSE
slndrmn__pyfm__Versioning__requirementstxt__spotipy__missing,Versioning,missing,TRUE
n0mjs710__DMRlink__Versioning__requirementstxt__Twisted__any-upper-version,Versioning,any-upper-version,TRUE
gitlab-org__gitlab-omnibus-builder__Job-Retry__opensuse_42-3,Job-Retry,,TRUE
fluidattacks__asserts__Job-Retry__test,Job-Retry,,TRUE
systemsengineers__se01-ansible-testing__Versioning__requirementstxt__deepmerge__any-upper-version,Versioning,any-upper-version,TRUE
pipeline-patterns__django-cloudfoundry__Manual-Job__trigger,Manual-Job,,TRUE
anited__publish__Versioning__requirementstxt__Markdown__any-upper-version,Versioning,any-upper-version,TRUE
MateuszZ3__hajs__Versioning__requirementstxt__Jinja2__missing,Versioning,missing,TRUE
baserock__ybd__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
viluon__Desktox__Job-Allow-Failure__lint,Job-Allow-Failure,,TRUE
allthethings__allthethings-gitlab-io__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
hadrien__aws_lambda_logging__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
lo_extensions__l10n-utility__Versioning__requirementstxt__itstool__missing,Versioning,missing,TRUE
asish11__ABCSocialNetwork__Versioning__ABC-api-0-0-1-SNAPSHOT__org-glassfish-jersey-media-jersey-media-json-binding__missing,Versioning,missing,TRUE
Plasticity__magnitude__Versioning__gitlabyaml__for__missing,Versioning,missing,FALSE
wpdesk__wp-settings__Job-Retry__deploy-to-shop,Job-Retry,,TRUE
MarkEWaite__git-client-plugin__Versioning__org-jenkins-ci-plugins-git-client---revision---changelist-__junit-junit__missing,Versioning,missing,FALSE
rbertoncelj__wildfly-singleton-service__Versioning__com-bertoncelj-wildflysingletonservice-wildfly-singleton-service-1-2-2-SNAPSHOT__javax-enterprise-cdi-api__missing,Versioning,missing,TRUE
generik__consul-watchdog__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
ada-chem__ada_core__Versioning__requirementstxt__git-https---gitlab-com-ada-chem-ftdi_serial__missing,Versioning,missing,TRUE
WzukW__oclaunch__Job-Allow-Failure__ocaml_402,Job-Allow-Failure,,TRUE
balping__laravel-hashslug__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
odinjv__contador__Versioning__requirementstxt__django__missing,Versioning,missing,TRUE
shaarli__devtools__Versioning__requirementstxt__restructuredtext_lint__missing,Versioning,missing,FALSE
camshift__RTSPbrute__Versioning__requirementstxt__cv2__missing,Versioning,missing,TRUE
jorgeer__ansible-demo__Versioning__requirementstxt__django__missing,Versioning,missing,TRUE
Nooka10__local-food__Job-Allow-Failure__code_quality-api,Job-Allow-Failure,,TRUE
TUHH-TIE__SoccerScraping__Versioning__requirementstxt__scrapy__missing,Versioning,missing,TRUE
Bubu__fdroidclassic__Job-Allow-Failure__connected10,Job-Allow-Failure,,TRUE
GitLabRGI__erdc__geopackage-python__Versioning__requirementstxt__defusedxml__missing,Versioning,missing,TRUE
serial-lab__quartet_epcis__Versioning__gitlabyaml__sphinx__missing,Versioning,missing,FALSE
hyper-expanse__open-source__conventional-gitlab-releaser__Job-Allow-Failure__node_next_yarn_latest,Job-Allow-Failure,,TRUE
user2589__ghd__Versioning__requirementstxt__pandas__any-upper-version,Versioning,any-upper-version,TRUE
open-sismo__coordinate-api__Versioning__requirementstxt____missing,Versioning,missing,FALSE
Louie_ru__InnoSchedule__Versioning__requirementstxt__urllib3__missing,Versioning,missing,TRUE
spease__WeaverForumSoftware__Versioning__gitlabyaml__safety__missing,Versioning,missing,FALSE
alelec__aioeasywebdav__Job-Allow-Failure__test,Job-Allow-Failure,,TRUE
CreaTIKZ-groupe4__CreaTIKZ__Versioning__org-glassfish-jersey-archetypes-jersey-quickstart-grizzly2-0-0-1-SNAPSHOT__org-glassfish-jersey-containers-jersey-container-grizzly2-http__missing,Versioning,missing,TRUE
vgavro__godville_bot__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
rhab__PyOTRS__Versioning__requirementstxt__deprecation__missing,Versioning,missing,TRUE
rodo__lolyx__Versioning__requirementstxt__launchpadlib__missing,Versioning,missing,TRUE
matthieu-bruneaux__guide-r-rstudio-git-gitlab__Versioning__gitlabyaml__sphinx__missing,Versioning,missing,FALSE
peiyi__from-my-garden__Versioning__requirementstxt__pyodbc__missing,Versioning,missing,TRUE
coala__community__Versioning__requirementstxt__django__missing,Versioning,missing,TRUE
hawer-forero__MovilidadAcademica__Versioning__hawer-net-eis-MAc-0-0-1-SNAPSHOT__javax-enterprise-cdi-api__missing,Versioning,missing,TRUE
groovy-lang__101-scripts__Job-Allow-Failure__build-pdf,Job-Allow-Failure,,TRUE
systemsengineers__se01-ansible-testing__Versioning__requirementstxt__python-vagrant__missing,Versioning,missing,TRUE
andrebsguedes__das-caffe-images__Versioning__requirementstxt__django__missing,Versioning,missing,TRUE
expliot_framework__expliot__Job-Allow-Failure__pylint,Job-Allow-Failure,,TRUE
iggdrasil__ishtar__Versioning__requirementstxt__six__any-upper-version,Versioning,any-upper-version,TRUE
robconnolly__mycroft-home-assistant__Versioning__requirementstxt__requests__any-upper-version,Versioning,any-upper-version,TRUE
jensastrup__pyOutlook__Versioning__requirementstxt__python-dateutil__missing,Versioning,missing,TRUE
Workshoft__PackagingTutorial__Versioning__requirementstxt__twine__missing,Versioning,missing,FALSE
districted__media-read-service__Job-Retry__deploy-staging,Job-Retry,,TRUE
zefiris__tenhou-client__Manual-Job__bot,Manual-Job,,TRUE
blendergeek__apps__Job-Retry__connected-22-default-armeabi-v7a,Job-Retry,,TRUE
ParkerMc__bling-edit-exporter__Versioning__requirementstxt__PyQt5__missing,Versioning,missing,TRUE
SchoolOrchestration__libs__microservicetool__Versioning__requirementstxt__Django__any-minor-number,Versioning,any-minor-number,TRUE
pothitos__Python_Pipeline__Job-Allow-Failure__static-analysis,Job-Allow-Failure,,TRUE
flat-galaxy__flattrack__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
rubdos__cffipp__Versioning__requirementstxt__libclang-py3__missing,Versioning,missing,TRUE
Gustafsson-lab__lassim__Versioning__requirementstxt__pandas__any-upper-version,Versioning,any-upper-version,TRUE
acrandal__cubsat__Versioning__requirementstxt__smbus__missing,Versioning,missing,TRUE
signal9__conanfiles__Versioning__gitlabyaml__zc-buildout__missing,Versioning,missing,FALSE
dalibo__postgresql_anonymizer__Manual-Job__make9-4,Manual-Job,,TRUE
canarduck__disques__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
ase__ase__Versioning__requirementstxt__psycopg2-binary__missing,Versioning,missing,TRUE
fg-radi__osm2city__Versioning__requirementstxt__psycopg2-binary__missing,Versioning,missing,TRUE
brandmateriel__brandmateriel__Versioning__requirementstxt__pyvirtualdisplay__missing,Versioning,missing,TRUE
multicloud-openstack-k8s__app__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
gitmate__coala-incremental__Versioning__requirementstxt__GitPython__missing,Versioning,missing,TRUE
joshburkart__gpscale__Versioning__requirementstxt__attrs__missing,Versioning,missing,TRUE
ultreiaio__jgit-flow__Manual-Job__snapshot,Manual-Job,,FALSE
cediddi__FG-15_dspec__Versioning__requirementstxt__pillow__missing,Versioning,missing,TRUE
ZEEKOEtech__manateefood__Versioning__requirementstxt__django-bower__missing,Versioning,missing,FALSE
project-meerkat__concierge__Versioning__requirementstxt__git-git---github-com-Pleio-django-oauth-toolkit-eab43c9-egg-django-oauth-toolkit__missing,Versioning,missing,TRUE
YoEight__eventstore-rs__Job-Allow-Failure__Linting,Job-Allow-Failure,,TRUE
magnus-odman__audentes__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
